user_id department_id embbedding_id
0 1 274
1 1 214
2 19 62
3 19 121
4 19 63
5 23 9
6 23 44
7 13 114
8 13 323
9 13 296
10 9 224
11 13 102
12 13 165
13 24 7
14 4 98
15 16 204
16 31 104
17 1 47
18 1 176
19 13 127
20 9 105
21 9 25
22 9 619
23 11 100
24 11 297
25 11 348
26 11 345
27 11 149
28 11 54
29 11 173
30 11 132
31 11 226
32 11 350
33 11 398
34 11 380
35 11 167
36 11 265
37 11 325
38 11 239
39 11 335
40 11 164
41 5 68
42 31 116
43 13 634
44 13 51
45 16 229
46 16 112
47 10 218
48 10 170
49 33 612
50 34 588
51 5 130
52 7 448
53 4 281
54 20 215
55 20 268
56 19 231
57 19 133
58 19 35
59 19 203
60 7 179
61 7 124
62 33 5
63 19 36
64 23 11
65 4 67
66 8 329
67 14 675
68 14 235
69 14 142
70 34 553
71 34 572
72 9 688
73 1 427
74 1 69
75 10 555
76 10 494
77 3 452
78 3 479
79 3 262
80 27 120
81 14 45
82 33 1
83 33 19
84 34 30
85 1 308
86 33 4
87 31 26
88 18 356
89 18 122
90 8 418
91 14 396
92 9 259
93 4 75
94 5 263
95 4 232
96 18 40
97 15 463
98 15 470
99 15 409
100 15 290
101 15 410
102 35 495
103 7 202
104 7 362
105 31 17
106 35 23
107 33 3
108 8 271
109 25 766
110 8 679
111 8 694
112 8 538
113 10 76
114 10 22
115 12 33
116 12 93
117 6 546
118 24 383
119 10 654
120 1 586
121 33 2
122 0 439
123 12 336
124 15 266
125 15 415
126 20 343
127 6 400
128 5 16
129 4 13
130 0 316
131 26 163
132 26 150
133 4 50
134 2 466
135 12 312
136 12 430
137 19 77
138 19 351
139 16 299
140 16 287
141 13 88
142 33 24
143 8 221
144 36 623
145 32 125
146 14 393
147 21 205
148 0 552
149 0 399
150 7 304
151 10 267
152 34 123
153 25 199
154 32 190
155 32 99
156 0 459
157 0 97
158 17 222
159 17 309
160 33 0
161 13 277
162 34 138
163 22 186
164 16 230
165 12 43
166 33 8
167 4 126
168 4 101
169 12 42
170 12 61
171 10 270
172 4 64
173 35 89
174 30 117
175 30 652
176 4 340
177 1 191
178 0 333
179 0 183
180 0 85
181 7 157
182 7 238
183 4 10
184 14 96
185 15 483
186 36 378
187 14 181
188 14 276
189 14 103
190 14 328
191 0 146
192 19 502
193 19 432
194 19 245
195 19 320
196 5 341
197 4 322
198 4 307
199 4 212
200 4 334
201 4 172
202 4 719
203 4 289
204 5 327
205 5 359
206 4 154
207 4 397
208 20 200
209 17 80
210 17 78
211 20 15
212 31 41
213 13 228
214 0 192
215 1 70
216 16 408
217 34 453
218 1 135
219 1 556
220 1 585
221 1 153
222 1 129
223 1 194
224 1 621
225 1 434
226 1 143
227 1 578
228 1 490
229 10 363
230 21 496
231 0 141
232 4 65
233 17 137
234 17 213
235 17 457
236 17 201
237 17 381
238 17 260
239 17 645
240 17 514
241 17 500
242 17 347
243 17 197
244 17 436
245 10 206
246 13 565
247 13 563
248 1 440
249 13 12
250 7 342
251 12 317
252 18 39
253 29 269
254 36 86
255 6 140
256 4 34
257 0 535
258 8 161
259 9 375
260 9 515
261 10 236
262 0 421
263 10 144
264 13 306
265 13 301
266 13 358
267 13 539
269 16 81
270 4 593
271 26 128
272 16 220
273 16 379
274 16 471
275 4 337
276 4 684
277 0 498
278 0 177
279 21 706
280 4 37
281 19 158
282 33 27
283 33 21
284 0 258
285 20 71
286 19 246
287 14 489
288 34 314
289 0 697
290 4 83
291 4 420
292 4 313
293 13 513
294 4 476
295 7 82
296 7 113
297 1 527
298 14 581
299 14 475
300 35 106
301 24 32
302 18 491
303 18 55
304 18 376
305 19 151
306 9 219
307 1 484
308 1 295
309 1 257
310 1 364
311 1 330
312 1 382
313 1 574
314 1 209
315 1 707
316 1 256
317 1 461
318 10 160
319 17 663
320 7 210
321 7 174
322 16 412
323 15 326
324 13 533
325 9 402
326 9 283
327 9 357
328 8 551
329 8 58
330 12 678
332 13 395
333 10 28
334 16 525
335 16 451
336 12 319
337 12 303
338 12 156
339 12 168
340 2 52
341 1 618
342 0 108
343 0 517
344 0 559
345 0 424
346 0 406
347 0 454
348 0 788
349 0 480
350 0 465
351 0 152
352 0 425
353 15 272
354 15 671
355 25 196
356 8 216
357 8 240
358 13 189
359 13 346
360 13 385
361 10 223
362 13 131
363 32 166
364 34 687
365 13 66
366 33 53
367 10 94
368 7 237
369 18 693
370 10 318
371 15 73
372 33 384
373 33 250
374 13 506
375 8 136
376 7 207
377 7 18
378 7 460
379 7 184
380 7 279
381 7 338
382 7 757
383 7 758
384 7 582
385 7 486
386 7 698
387 7 293
388 7 414
389 7 253
390 7 251
391 7 530
392 7 522
393 7 84
394 7 353
395 7 284
396 7 598
397 7 311
398 7 796
399 4 544
400 9 305
401 4 217
402 0 690
403 4 543
404 15 87
405 35 38
406 13 401
407 13 407
408 19 175
409 24 79
410 25 657
411 26 49
412 19 118
413 4 391
414 1 607
415 1 780
416 9 837
417 10 139
418 14 370
419 4 57
420 24 20
421 13 211
422 32 247
423 10 292
424 31 29
425 4 321
426 4 159
428 16 411
429 16 352
430 13 187
431 34 503
432 34 728
433 34 469
434 31 6
435 6 597
436 12 831
437 12 298
438 12 90
439 12 835
440 4 119
441 13 171
442 10 429
443 10 188
444 10 360
445 3 387
446 16 443
447 16 365
448 16 291
449 1 885
450 4 109
451 13 617
452 13 278
453 6 355
454 25 685
455 20 148
456 19 857
457 4 416
458 4 227
459 1 115
460 31 195
461 16 450
462 28 361
463 28 938
464 4 234
465 21 595
466 13 193
467 14 456
468 1 505
469 20 566
471 29 606
472 6 723
473 14 48
474 14 95
475 8 859
476 14 708
477 8 642
478 8 285
479 1 784
480 14 248
481 20 241
482 2 243
483 3 242
484 4 510
485 10 404
486 4 110
487 13 587
488 13 649
489 23 324
490 6 280
491 6 531
492 36 368
493 4 74
494 33 46
495 21 91
496 13 487
497 3 569
498 13 72
499 13 208
500 13 501
501 13 605
502 13 468
503 13 636
504 13 261
